CompTotal,Gender,Manager,YearsCode,Age1stCode,YearsCodePro,Education
175000,Man,IC,21,19,20,Bachelor's
122000,Man,IC,5,11,1,Bachelor's
75000,Man,IC,8,15,2,Bachelor's
82500,Man,IC,6,12,5,Bachelor's
106000,Man,Manager,6,18,3,Bachelor's
180000,Man,IC,28,12,18,Less than bachelor's
145000,Man,Manager,23,14,18,Less than bachelor's
1e+05,Man,IC,15,14,9,Bachelor's
140000,Man,IC,10,14,10,Less than bachelor's
98000,Man,IC,8,30,6,Master's
82000,Man,IC,15,12,10,Bachelor's
175000,Man,Manager,11,13,9,Less than bachelor's
125000,Man,IC,37,16,30,Bachelor's
70000,Man,IC,15,18,5,Less than bachelor's
341000,Man,IC,8,12,7,Master's
32000,Man,IC,6,14,Less than 1 year,Less than bachelor's
104000,Man,IC,17,23,15,Bachelor's
135000,Man,IC,11,13,6,Bachelor's
160000,Man,IC,12,16,9,Less than bachelor's
91000,Man,IC,6,10,4,Master's
305000,Man,IC,34,6,19,Master's
130000,Man,Manager,7,27,3,Bachelor's
70000,Man,IC,4,15,Less than 1 year,Master's
110096,Man,IC,13,11,8,Bachelor's
147000,Man,IC,12,11,6,Bachelor's
80000,Man,IC,6,24,4,Master's
64000,Woman,IC,4,20,Less than 1 year,Bachelor's
1e+05,Man,Manager,16,15,11,Less than bachelor's
180000,Man,Manager,20,14,17,Bachelor's
79500,Man,IC,4,21,1,Bachelor's
60000,Man,IC,10,11,3,Bachelor's
70000,Woman,IC,2,18,2,Less than bachelor's
40000,Woman,IC,8,18,4,Master's
60000,Man,IC,8,13,Less than 1 year,Bachelor's
118120,Man,IC,9,15,5,Bachelor's
70000,Man,IC,4,18,2,Master's
86000,Man,IC,19,19,15,Bachelor's
110000,Man,IC,6,18,3,Bachelor's
220000,Man,IC,10,11,6,Master's
180000,Man,IC,10,20,5,Bachelor's
3e+05,Man,IC,16,15,8,Master's
380000,Man,IC,13,15,5,Master's
85000,Man,IC,24,10,13,Less than bachelor's
115000,Woman,IC,11,15,8,Bachelor's
140000,Man,IC,23,16,18,Bachelor's
50000,Man,IC,8,16,5,Bachelor's
92000,Man,IC,25,13,20,Less than bachelor's
98500,Man,IC,10,16,10,Bachelor's
150000,Man,IC,10,18,5,Master's
32000,Man,IC,12,12,5,Less than bachelor's
1e+05,Man,IC,22,19,17,PhD
102000,Man,IC,11,13,8,Master's
115000,Man,IC,10,5,9,Bachelor's
50000,Man,Manager,12,14,2,Bachelor's
72800,Man,IC,16,12,5,Bachelor's
120000,Man,IC,23,16,16,Master's
280000,Woman,IC,23,9,10,Bachelor's
85000,Woman,IC,4,19,3,Less than bachelor's
1e+05,Man,IC,35,10,27,Bachelor's
57000,Man,Manager,5,15,4,Bachelor's
141000,Man,IC,20,11,10,Bachelor's
150000,Man,IC,14,14,7,Less than bachelor's
95000,Man,IC,30,6,24,Master's
75000,Man,IC,10,12,7,Bachelor's
47000,Woman,IC,5,17,2,Bachelor's
250000,Man,IC,23,7,17,PhD
240000,Man,NA,25,10,15,PhD
4e+05,Man,Manager,45,10,36,Bachelor's
70000,Man,IC,15,15,2,Bachelor's
60000,Man,IC,10,13,3,Bachelor's
60000,Woman,IC,1,9,1,Less than bachelor's
360000,Man,IC,16,11,5,Bachelor's
150000,Man,Manager,22,10,20,Master's
120000,Man,IC,17,17,12,Bachelor's
160000,Man,IC,10,13,5,Bachelor's
51000,Woman,IC,15,15,5,Bachelor's
30000,Man,IC,6,19,3,Bachelor's
149500,Woman,IC,23,18,19,Bachelor's
310000,Man,Manager,18,16,12,Bachelor's
65000,Woman,IC,15,12,9,Master's
90000,Man,IC,7,23,5,Bachelor's
155000,Man,IC,31,11,25,Bachelor's
360000,Man,Manager,8,14,8,Bachelor's
120000,Man,IC,50,15,40,Master's
160000,Man,IC,14,18,11,Bachelor's
138000,Man,IC,35,13,25,Bachelor's
165000,Man,IC,21,13,19,Bachelor's
60000,Man,IC,9,16,3,Bachelor's
130000,Man,IC,29,9,20,Bachelor's
65000,Man,IC,5,16,1,Less than bachelor's
150000,Man,NA,15,14,15,Bachelor's
77500,Man,IC,6,14,3,Bachelor's
77000,Man,IC,6,14,1,Bachelor's
67000,Man,IC,8,14,6,Less than bachelor's
135000,Man,IC,35,10,30,Less than bachelor's
140000,Man,IC,6,20,4,Bachelor's
113500,Man,IC,22,11,5,Less than bachelor's
33600,Man,IC,4,18,Less than 1 year,Less than bachelor's
95000,Woman,IC,6,9,2,Bachelor's
170000,Man,IC,15,22,11,Bachelor's
135000,Man,IC,12,19,4,Bachelor's
82000,Man,IC,13,14,5,Master's
125000,Man,IC,12,15,6,Bachelor's
75000,Man,IC,13,16,4,Bachelor's
93000,Man,IC,5,12,3,Less than bachelor's
85000,Man,IC,18,14,11,Bachelor's
175000,Man,Manager,11,8,7,Bachelor's
130000,Man,IC,30,10,6,Master's
65000,Man,IC,5,20,5,Master's
115000,Man,IC,3,12,3,Bachelor's
90000,Man,Manager,20,7,15,Bachelor's
160000,Man,IC,14,12,8,Bachelor's
70000,Man,IC,5,24,2,Bachelor's
84000,Man,IC,13,12,3,Bachelor's
60000,Woman,IC,3,27,1,Less than bachelor's
130000,Man,Manager,24,11,14,Bachelor's
72000,Man,IC,15,13,7,Bachelor's
135000,Man,IC,7,23,5,Bachelor's
1e+05,Man,IC,7,28,5,Master's
110000,Man,Manager,20,13,11,Less than bachelor's
95000,Man,IC,5,24,1,Bachelor's
120000,Woman,IC,3,23,3,Master's
77500,Man,IC,4,12,2,Bachelor's
2e+05,Man,Manager,47,17,47,Master's
90000,Woman,IC,38,9,22,Master's
94000,Man,IC,15,16,7,Master's
60000,Man,NA,2,17,2,Bachelor's
85000,Man,IC,16,14,8,Less than bachelor's
143000,Woman,IC,20,10,19,Bachelor's
120000,Man,IC,41,11,29,Bachelor's
120000,Man,IC,19,13,15,Master's
35000,Man,IC,4,19,1,Less than bachelor's
160000,Man,IC,7,16,2,Bachelor's
142000,Man,IC,16,11,10,Bachelor's
170000,Man,IC,20,20,16,Bachelor's
85000,Man,IC,6,8,4,Less than bachelor's
70000,Man,IC,15,12,12,Bachelor's
82000,Man,IC,23,11,10,Less than bachelor's
39908,Man,IC,4,23,3,Bachelor's
70000,Man,IC,47,19,42,Master's
40000,Man,IC,10,33,4,Less than bachelor's
130000,Man,IC,13,13,5,Master's
115000,Man,IC,14,14,10,Less than bachelor's
85000,Man,IC,6,18,2,Bachelor's
51700,Woman,IC,3,13,2,Master's
240000,Man,IC,10,14,6,Master's
110000,Man,IC,22,18,19,Bachelor's
101000,Man,IC,20,19,16,Less than bachelor's
110000,Man,IC,22,11,12,Less than bachelor's
65000,Man,IC,18,8,5,Professional
105000,Man,IC,9,15,2,Bachelor's
80000,Woman,IC,20,16,18,Bachelor's
65000,Man,IC,6,23,2,Less than bachelor's
150000,Man,IC,20,16,12,Master's
1e+05,Man,Manager,16,17,11,Bachelor's
130000,Man,IC,35,12,35,Less than bachelor's
132000,Man,Manager,15,16,12,Bachelor's
130000,Man,IC,35,16,30,Bachelor's
99999,Man,IC,6,19,4,Bachelor's
150000,Man,IC,5,12,4,Bachelor's
72000,Man,IC,9,14,2,Bachelor's
85000,Woman,IC,6,15,6,Bachelor's
250000,Man,IC,15,13,7,Bachelor's
150000,Man,IC,6,7,Less than 1 year,Master's
105000,Man,Manager,16,13,11,Master's
75000,Man,IC,4,18,2,Bachelor's
108500,Man,IC,16,10,7,Bachelor's
74000,Man,IC,7,20,5,Bachelor's
105000,Man,Manager,3,30,2,Bachelor's
130000,Man,IC,13,16,13,Less than bachelor's
65000,Man,IC,9,12,4,Less than bachelor's
95000,Man,Manager,10,15,6,Master's
112000,Man,IC,10,14,6,Master's
220000,Man,IC,8,21,6,Master's
130000,Man,IC,30,15,22,Master's
150000,Man,IC,22,17,20,Less than bachelor's
2e+05,Man,IC,4,18,4,Less than bachelor's
150000,Man,IC,13,14,9,Bachelor's
87000,Man,IC,4,12,1,Master's
50000,Man,IC,5,20,3,Bachelor's
126000,Man,IC,10,14,7,Bachelor's
2e+05,Man,Manager,19,8,9,Less than bachelor's
70000,Man,IC,5,17,1,Bachelor's
120000,Man,Manager,6,16,10,Bachelor's
103000,Man,IC,21,10,18,Bachelor's
125000,Man,IC,32,12,22,Master's
167000,Man,IC,10,17,3,Bachelor's
153000,Man,IC,19,11,15,Bachelor's
128000,Woman,IC,9,18,5,Bachelor's
48932,Man,IC,15,13,4,Bachelor's
2e+05,Man,IC,28,14,20,Master's
1e+05,Man,IC,3,15,2,Master's
80000,Man,IC,25,9,12,Bachelor's
148000,Man,IC,29,12,22,Bachelor's
74000,Man,IC,8,18,4,Bachelor's
56500,Man,IC,7,17,4,Bachelor's
1e+05,Man,IC,9,17,2,Master's
73445,Man,IC,8,16,4,Bachelor's
120000,Man,IC,19,12,15,Master's
155000,Man,Manager,23,8,22,Less than bachelor's
115000,Man,IC,8,8,6,Master's
130000,Man,IC,14,18,10,Bachelor's
185000,Man,IC,28,13,23,Bachelor's
64000,Woman,IC,5,22,3,Bachelor's
95000,Man,IC,18,12,2,Master's
90000,Man,IC,4,24,3,Bachelor's
78952,Man,IC,8,17,2,Bachelor's
70000,Man,IC,6,17,4,Bachelor's
165000,Man,IC,10,12,5,Bachelor's
89000,Man,IC,5,20,4,Bachelor's
2e+05,Man,IC,13,11,5,Master's
77851,Man,IC,30,5,15,Less than bachelor's
65000,Woman,IC,7,18,2,Bachelor's
120000,Man,IC,30,8,25,Bachelor's
150000,Man,IC,23,8,19,Bachelor's
76500,Man,IC,10,16,5,Bachelor's
111000,Man,IC,11,12,6,Bachelor's
132000,Man,IC,11,16,7,Bachelor's
55000,Woman,IC,4,22,2,Less than bachelor's
60000,Man,IC,6,16,4,Bachelor's
80000,Man,IC,7,13,2,Bachelor's
130000,Man,IC,4,20,4,Bachelor's
102000,Man,IC,22,10,18,Less than bachelor's
40000,Man,NA,3,30,Less than 1 year,Bachelor's
125000,Man,IC,21,14,13,Bachelor's
140000,Woman,Manager,2,13,5,Master's
80000,Man,IC,23,18,15,Bachelor's
110000,Man,IC,14,10,14,Bachelor's
95000,Man,IC,16,13,2,Bachelor's
50000,Woman,IC,6,39,1,Master's
350000,Man,IC,17,11,9,Bachelor's
79200,Man,IC,15,11,2,PhD
106000,Man,IC,9,10,5,Bachelor's
144000,Man,IC,17,11,14,Bachelor's
1e+05,Man,IC,12,15,10,Bachelor's
75000,Man,IC,35,13,15,Less than bachelor's
180000,Man,IC,27,14,23,Master's
110000,Man,IC,11,10,4,Bachelor's
10690,Woman,Manager,37,16,37,PhD
115000,Man,IC,19,17,15,Bachelor's
109000,Man,IC,21,10,10,Bachelor's
65000,Man,IC,3,11,Less than 1 year,Bachelor's
185000,Man,Manager,33,7,25,Less than bachelor's
98800,Man,IC,12,15,6,Bachelor's
160000,Man,IC,21,16,20,Less than bachelor's
90000,Man,IC,6,18,2,Bachelor's
50000,Man,IC,14,14,2,Less than bachelor's
153000,Man,IC,14,12,10,Bachelor's
75000,Man,IC,4,35,3,Bachelor's
165000,Man,IC,11,12,10,Bachelor's
63000,Man,NA,5,21,5,Bachelor's
120000,Man,IC,7,14,7,Less than bachelor's
101000,Man,Manager,16,8,10,Bachelor's
185000,Man,Manager,20,13,14,Bachelor's
90000,Man,IC,2,24,2,Master's
240000,Man,Manager,33,12,25,Less than bachelor's
52000,Man,IC,3,25,Less than 1 year,Bachelor's
75000,Man,IC,5,15,1,Bachelor's
63850,Man,IC,4,35,2,Less than bachelor's
212500,Man,Manager,25,5,9,Master's
52000,Woman,IC,2,11,2,Bachelor's
180000,Man,IC,12,12,2,Master's
2e+05,Man,IC,13,20,8,Bachelor's
98000,Man,IC,9,14,4,Bachelor's
130000,Man,IC,15,7,9,Bachelor's
89000,Man,IC,7,28,5,Bachelor's
89000,Woman,IC,48,18,43,Less than bachelor's
13000,Woman,IC,15,11,15,Master's
105000,Man,IC,10,15,8,Bachelor's
150000,Man,IC,7,16,3,Master's
70000,Man,IC,8,12,17,Less than bachelor's
60000,Man,IC,4,8,1,Bachelor's
150000,Man,Manager,23,15,12,Master's
1e+05,Woman,IC,5,19,1,Master's
155000,Man,IC,10,6,10,Bachelor's
225000,Man,Manager,18,18,14,Bachelor's
180000,Man,IC,15,14,11,Bachelor's
143000,Woman,IC,7,18,3,Bachelor's
115000,Man,IC,20,22,14,Bachelor's
550000,Man,IC,18,10,14,Master's
80000,Man,Manager,14,18,10,Bachelor's
145000,Man,Manager,20,18,14,Bachelor's
107000,Man,IC,13,15,8,Bachelor's
50000,Man,IC,15,13,5,Bachelor's
33000,Man,IC,12,18,6,Master's
40000,Man,IC,13,10,6,Less than bachelor's
111000,Man,IC,12,13,8,Less than bachelor's
96250,Man,Manager,7,17,3,Bachelor's
150000,Man,Manager,10,13,7,Less than bachelor's
59569,Man,IC,19,12,9,Bachelor's
130000,Man,IC,4,11,4,PhD
150000,Man,IC,9,18,6,Bachelor's
80000,Man,IC,15,11,5,Bachelor's
60000,Man,IC,7,13,3,Bachelor's
250000,Man,Manager,25,15,20,Less than bachelor's
1e+05,Woman,IC,6,12,4,Master's
120000,Man,IC,22,11,11,Bachelor's
140000,Man,IC,10,14,7,Less than bachelor's
75000,Man,IC,5,14,5,Bachelor's
2e+05,Man,Manager,16,11,10,Master's
45000,Woman,IC,9,16,2,Bachelor's
1e+05,Man,IC,17,13,7,Less than bachelor's
85000,Man,IC,16,9,4,Bachelor's
85000,Woman,IC,2,15,1,Less than bachelor's
120000,Man,Manager,22,15,20,Less than bachelor's
115000,Man,IC,26,24,26,Bachelor's
82000,Man,IC,10,18,5,Bachelor's
154000,Man,IC,20,11,2,PhD
1e+05,Man,IC,8,15,5,Master's
82000,Man,IC,8,17,5,Bachelor's
82500,Man,IC,10,19,4,Bachelor's
95000,Man,IC,18,15,6,Bachelor's
8e+05,Man,IC,2,23,1,Bachelor's
42000,Man,IC,2,19,Less than 1 year,Bachelor's
70000,Man,IC,13,11,4,Less than bachelor's
90000,Man,IC,20,15,14,Bachelor's
45000,Man,IC,9,16,3,Master's
180000,Man,Manager,18,14,15,Bachelor's
130000,Man,Manager,10,14,4,Bachelor's
72000,Woman,IC,10,12,8,Master's
125000,Woman,IC,19,16,14,Bachelor's
123600,Man,Manager,14,17,10,Master's
122473,Man,IC,11,18,6,Bachelor's
53000,Man,IC,13,17,6,Bachelor's
55000,Woman,IC,5,12,2,NA
140000,Man,IC,15,15,5,Bachelor's
54000,Man,IC,4,15,1,Less than bachelor's
167000,Man,IC,11,19,8,Bachelor's
133250,Man,IC,14,12,8,Bachelor's
85000,Man,IC,6,12,3,Bachelor's
78000,Woman,IC,5,22,3,Bachelor's
108000,Man,IC,27,14,13,Bachelor's
320000,Man,IC,22,8,18,Bachelor's
110000,Man,IC,16,18,14,Bachelor's
2e+05,Man,IC,15,9,7,Bachelor's
220000,Man,Manager,32,12,23,Master's
130000,Man,IC,17,13,2,Bachelor's
75000,Man,IC,21,19,15,PhD
175000,Man,IC,40,14,33,Master's
135000,Man,IC,9,17,3,Bachelor's
47000,Woman,IC,4,14,3,Less than bachelor's
1e+05,Man,IC,5,13,2,Master's
160000,Man,Manager,8,10,6,Bachelor's
72000,Man,IC,14,16,5,Less than bachelor's
85000,Man,IC,21,16,21,Bachelor's
67250,Woman,IC,3,23,2,Bachelor's
286000,Man,IC,11,14,6,Bachelor's
89500,Man,IC,10,8,6,Less than bachelor's
54000,Woman,IC,4,20,4,Less than bachelor's
110000,Man,IC,27,10,19,Less than bachelor's
351850,Man,Manager,16,12,12,Bachelor's
45000,Man,IC,1,16,1,Less than bachelor's
115000,Man,IC,40,13,34,Master's
123000,Man,IC,7,23,4,Bachelor's
180000,Man,IC,25,15,20,Master's
120000,Man,IC,15,9,5,Master's
69000,Man,IC,3,19,1,Bachelor's
450000,Man,IC,22,12,11,Bachelor's
219600,Man,Manager,22,15,17,Master's
110000,Man,IC,29,12,22,Less than bachelor's
124000,Man,IC,12,18,7,Master's
78000,Man,IC,30,14,24,Bachelor's
145000,Man,IC,4,18,3,Less than bachelor's
169897,Man,IC,20,10,14,Less than bachelor's
87500,Man,IC,30,8,4,Less than bachelor's
145000,Man,IC,19,8,19,Bachelor's
65500,Man,IC,7,15,3,Master's
53000,Man,IC,4,28,4,Less than bachelor's
150000,Man,IC,45,12,36,Bachelor's
45000,Woman,Manager,5,12,2,Bachelor's
75000,Man,IC,6,14,4,Bachelor's
150000,Man,Manager,13,16,13,Bachelor's
135000,Man,IC,15,18,10,Bachelor's
43000,Man,IC,4,17,4,Bachelor's
80000,Man,IC,10,15,7,Bachelor's
3e+05,Man,IC,20,15,11,Bachelor's
170000,Man,Manager,25,21,25,Less than bachelor's
150000,Man,NA,10,16,10,Master's
96000,Man,IC,9,19,5,Less than bachelor's
67500,Man,IC,5,19,1,Bachelor's
129000,Man,IC,12,16,10,Bachelor's
209000,Man,IC,35,14,23,PhD
105000,Man,IC,15,16,10,Bachelor's
238500,Man,IC,24,14,20,Master's
76000,Man,IC,10,18,6,Master's
110000,Man,IC,35,25,25,Bachelor's
75151,Man,Manager,5,15,3,Less than bachelor's
150000,Man,IC,10,14,10,Bachelor's
95000,Man,IC,10,16,3,Bachelor's
65000,Man,IC,15,10,15,Bachelor's
140000,Man,IC,10,18,6,Master's
110000,Man,IC,13,19,9,PhD
87000,Woman,IC,5,30,4,Bachelor's
70000,Man,IC,15,9,5,Bachelor's
160000,Man,IC,25,10,13,Bachelor's
65000,Man,IC,1,41,1,PhD
140000,Woman,IC,5,14,2,Bachelor's
115000,Man,IC,10,16,3,Less than bachelor's
115000,Man,IC,18,14,5,Less than bachelor's
145000,Man,Manager,9,25,8,Less than bachelor's
150000,Man,IC,22,10,15,Master's
92000,Man,IC,24,9,15,Bachelor's
140000,Man,IC,20,13,20,Bachelor's
170000,Man,IC,15,16,14,Bachelor's
2e+05,Man,IC,14,16,9,Master's
90000,Man,IC,7,20,4,Master's
80000,Woman,IC,1,21,Less than 1 year,Bachelor's
120000,Man,IC,19,20,18,Bachelor's
140000,Man,IC,20,10,10,PhD
75000,Woman,IC,11,13,7,Bachelor's
93000,Man,IC,15,14,11,Bachelor's
60000,Woman,IC,1,14,Less than 1 year,Master's
61000,Woman,IC,9,22,2,Master's
120000,Man,Manager,30,9,20,Less than bachelor's
78000,Woman,IC,7,25,2,Master's
136000,Woman,IC,5,30,4,Bachelor's
122000,Man,IC,25,14,18,Bachelor's
135000,Man,IC,6,17,2,Master's
80000,Man,IC,2,19,Less than 1 year,Master's
84000,Man,IC,12,15,10,Bachelor's
82000,Man,IC,15,14,6,Less than bachelor's
190000,Man,IC,5,16,4,Bachelor's
118000,Man,IC,13,11,9,Bachelor's
45000,Man,IC,11,19,7,Bachelor's
94000,Man,IC,6,38,6,Professional
109000,Man,IC,20,8,18,Less than bachelor's
1e+05,Woman,IC,8,16,4,Bachelor's
120000,Man,IC,3,18,1,Bachelor's
2e+05,Man,IC,22,18,19,Less than bachelor's
95000,Woman,IC,6,11,6,Bachelor's
88300,Man,IC,3,14,2,Less than bachelor's
150000,Man,Manager,6,20,4,Bachelor's
97000,Man,IC,33,24,33,Less than bachelor's
65000,Man,Manager,20,20,16,Less than bachelor's
250000,Man,IC,10,10,3,Master's
65000,Man,IC,20,20,15,Bachelor's
52000,Man,IC,25,25,2,Professional
103000,Man,IC,7,15,6,Bachelor's
3e+05,Man,IC,15,10,5,Bachelor's
1e+05,Man,Manager,12,16,10,Less than bachelor's
115000,Man,IC,50,18,50,Master's
133000,Woman,IC,15,12,5,Bachelor's
160000,Man,IC,16,18,11,Bachelor's
95000,Man,IC,22,24,22,Less than bachelor's
60000,Man,IC,15,14,5,Bachelor's
111000,Man,IC,38,8,20,Less than bachelor's
150000,Man,IC,14,10,9,Bachelor's
120000,Man,NA,34,25,21,Less than bachelor's
195249,Man,Manager,10,15,4,Bachelor's
120000,Man,IC,4,11,4,Less than bachelor's
120000,Man,Manager,35,17,30,Bachelor's
120000,Man,IC,29,15,29,Bachelor's
130000,Man,IC,14,15,10,Bachelor's
50000,Man,IC,7,20,6,Less than bachelor's
76000,Woman,IC,6,11,4,Bachelor's
128000,Man,IC,10,13,6,Less than bachelor's
150000,Man,IC,28,16,12,PhD
108000,Man,IC,20,11,12,Bachelor's
1e+05,Man,Manager,15,13,9,Bachelor's
140000,Man,Manager,25,11,17,Bachelor's
96000,Man,IC,16,14,12,Bachelor's
337000,Man,Manager,49,15,48,Less than bachelor's
98000,Woman,IC,16,12,16,Master's
135000,Woman,IC,12,18,9,Master's
67000,Man,IC,22,16,6,Bachelor's
70000,Man,IC,9,13,6,PhD
85000,Man,Manager,2,22,Less than 1 year,Bachelor's
129000,Man,IC,41,9,28,Bachelor's
79000,Man,IC,6,18,2,Bachelor's
70000,Woman,IC,6,8,2,Bachelor's
80000,Man,IC,3,19,2,Bachelor's
120000,Woman,IC,12,16,6,Master's
85000,Man,IC,11,15,7,Master's
268000,Man,IC,12,14,8,Bachelor's
150000,Man,Manager,26,10,11,Master's
140000,Man,IC,17,12,16,Master's
125000,Man,IC,8,19,5,Bachelor's
125000,Man,IC,3,23,3,Bachelor's
55000,Man,IC,7,16,1,Less than bachelor's
137500,Man,IC,7,22,7,Bachelor's
130000,Woman,IC,6,18,2,Bachelor's
516000,Man,IC,7,16,4,Bachelor's
155000,Man,Manager,41,18,37,Bachelor's
3e+05,Man,Manager,22,16,20,Less than bachelor's
170000,Man,IC,10,12,6,Bachelor's
192000,Man,IC,9,22,4,Master's
60000,Man,IC,8,12,6,NA
75000,Man,IC,8,20,2,Master's
83500,Man,IC,6,19,3,Master's
106509,Man,IC,15,17,8,Bachelor's
80000,Man,IC,10,13,4,Bachelor's
102000,Woman,IC,29,13,24,Bachelor's
110000,Woman,IC,5,24,5,Less than bachelor's
1e+05,Man,IC,13,19,9,Bachelor's
121000,Man,IC,20,12,15,Bachelor's
175000,Man,IC,30,5,15,Bachelor's
60000,Woman,IC,6,12,4,Bachelor's
55845,Man,IC,11,17,8,Master's
1e+05,Man,Manager,15,7,10,Bachelor's
120000,Man,IC,23,11,14,Bachelor's
78000,Man,IC,3,29,2,Master's
22000,Man,IC,10,12,7,Master's
152000,Man,IC,14,16,7,Less than bachelor's
1e+05,Man,IC,10,18,10,Bachelor's
75000,Man,IC,11,16,3,Master's
7e+05,Man,Manager,45,14,40,PhD
40000,Woman,IC,8,18,6,PhD
150000,Man,IC,7,19,5,Master's
115000,Man,IC,27,12,23,Less than bachelor's
97000,Man,IC,15,11,5,Bachelor's
85000,Man,IC,15,14,7,Master's
120000,Woman,IC,6,17,4,Bachelor's
65000,Man,IC,5,7,1,Bachelor's
140000,Man,IC,10,13,9,Bachelor's
62000,Man,IC,8,13,3,Bachelor's
123050,Man,IC,17,15,7,Bachelor's
2e+05,Man,IC,9,16,4,Bachelor's
62000,Man,IC,10,14,5,Bachelor's
180000,Man,IC,8,18,3,Master's
150000,Man,IC,30,12,30,Bachelor's
83500,Man,IC,20,7,14,Bachelor's
170000,Man,IC,13,9,8,Bachelor's
125000,Man,Manager,23,12,14,Bachelor's
110000,Man,IC,19,10,10,Bachelor's
115000,Man,IC,16,15,NA,Bachelor's
215000,Man,IC,14,14,12,Bachelor's
72500,Man,IC,4,11,3,Bachelor's
52000,Man,IC,21,10,Less than 1 year,Bachelor's
80000,Man,IC,4,12,2,Bachelor's
90000,Woman,IC,7,14,3,Less than bachelor's
135000,Man,NA,29,19,26,Master's
130000,Man,IC,14,15,11,Bachelor's
106000,Man,IC,21,14,17,Bachelor's
240000,Man,NA,20,10,20,Master's
110000,Man,IC,4,19,4,Less than bachelor's
128000,Man,IC,14,11,3,Bachelor's
130000,Woman,IC,6,22,6,Bachelor's
2e+05,Man,Manager,30,8,20,Bachelor's
75000,Woman,IC,15,17,8,Master's
175000,Man,IC,20,12,19,Less than bachelor's
164000,Man,IC,3,12,2,Less than bachelor's
85000,Woman,IC,4,18,Less than 1 year,Bachelor's
65000,Man,IC,3,11,2,Bachelor's
87500,Man,IC,2,32,2,Bachelor's
59000,Man,IC,5,12,3,Less than bachelor's
63000,Man,IC,9,18,2,Bachelor's
93000,Man,IC,27,10,20,Master's
130000,Man,IC,25,11,10,Bachelor's
123000,Man,IC,35,12,25,Less than bachelor's
2e+05,Man,IC,24,9,17,Bachelor's
380000,Man,Manager,20,14,12,Bachelor's
57000,Man,IC,14,24,9,PhD
50000,Man,IC,5,18,Less than 1 year,Bachelor's
82000,Woman,IC,3,34,Less than 1 year,Less than bachelor's
85000,Man,IC,10,13,6,Bachelor's
85000,Woman,IC,30,19,25,PhD
57700,Man,IC,5,18,4,Bachelor's
68000,Man,IC,9,14,2,Bachelor's
220000,Man,IC,18,7,12,Master's
106000,Man,IC,21,16,10,Bachelor's
66000,Man,IC,4,18,2,Less than bachelor's
170000,Man,IC,13,22,9,Less than bachelor's
1e+05,Man,IC,21,12,16,Master's
140000,Man,IC,8,13,6,Less than bachelor's
83000,Man,IC,1,13,Less than 1 year,Master's
65000,Man,IC,24,8,22,Less than bachelor's
50000,Woman,Manager,7,20,7,Master's
180000,Man,IC,15,15,11,Bachelor's
84000,Man,IC,6,14,Less than 1 year,Bachelor's
2e+05,Man,IC,8,18,3,Master's
59300,Man,IC,6,20,2,Bachelor's
1e+05,Man,IC,5,15,4,Bachelor's
75000,Man,IC,8,17,3,Master's
126500,Man,IC,10,24,4,PhD
150000,Man,IC,5,22,4,Bachelor's
105000,Man,IC,1,25,Less than 1 year,Bachelor's
150000,Man,IC,40,8,30,Master's
125000,Man,IC,5,20,2,Bachelor's
112000,Man,IC,11,7,8,Bachelor's
54000,Man,IC,5,14,2,Bachelor's
135000,Man,IC,10,14,6,Bachelor's
68000,Man,Manager,10,12,5,Bachelor's
121500,Man,IC,20,25,20,Less than bachelor's
57000,Man,IC,4,18,Less than 1 year,Bachelor's
110000,Man,IC,11,19,7,Bachelor's
73000,Man,IC,15,17,10,Bachelor's
51550,Man,IC,3,18,2,Less than bachelor's
110000,Man,IC,19,10,18,Bachelor's
75000,Man,IC,18,14,18,Less than bachelor's
165000,Man,Manager,20,15,15,Bachelor's
80000,Man,IC,40,21,20,Master's
130000,Man,IC,34,10,22,Master's
75000,Man,Manager,8,11,4,Less than bachelor's
90000,Woman,IC,2,25,1,Master's
92000,Man,IC,20,16,12,Bachelor's
70000,Man,Manager,8,20,8,Less than bachelor's
120000,Man,IC,6,20,5,Master's
70000,Man,IC,5,14,4,Bachelor's
115000,Woman,IC,3,18,Less than 1 year,Bachelor's
130000,Man,Manager,15,17,9,Master's
106000,Man,IC,8,9,8,Bachelor's
132000,Man,IC,5,16,1,Bachelor's
156000,Man,IC,24,11,19,Bachelor's
125000,Man,IC,15,10,5,Bachelor's
125000,Man,IC,20,10,15,Bachelor's
135000,Man,IC,10,11,2,Bachelor's
65000,Man,IC,5,24,Less than 1 year,Less than bachelor's
140000,Man,IC,16,16,11,Bachelor's
110000,Man,Manager,25,8,9,Bachelor's
65000,Man,IC,8,17,2,Master's
140000,Man,IC,42,20,38,Master's
1e+05,Man,Manager,20,18,16,Bachelor's
272313,Man,IC,20,9,3,Bachelor's
53300,Man,IC,4,8,2,Bachelor's
90000,Man,Manager,17,17,12,Master's
325000,Woman,Manager,5,7,4,Less than bachelor's
55000,Man,IC,13,11,2,Master's
55000,Man,IC,8,17,3,Bachelor's
69500,Man,IC,7,14,4,Bachelor's
96000,Man,IC,14,16,12,Master's
79000,Man,IC,3,14,Less than 1 year,Bachelor's
78000,Man,IC,7,16,4,Bachelor's
3e+05,Man,IC,35,10,35,Master's
172500,Man,Manager,23,16,16,Bachelor's
79000,Man,IC,3,33,1,Bachelor's
57000,Man,IC,8,19,4,Bachelor's
