CompTotal,Gender,Manager,YearsCode,Age1stCode,YearsCodePro,Education
78000,Man,IC,3,29,2,Master's
120000,Man,IC,20,14,10,Master's
120000,Man,IC,22,6,17,Bachelor's
65036,Man,IC,15,13,9,Bachelor's
52000,Man,IC,9,19,4,Less than bachelor's
140000,Man,IC,18,16,12,Bachelor's
140000,Man,IC,23,18,23,Bachelor's
62000,Man,IC,3,18,1,Bachelor's
124611,Man,IC,24,14,22,Less than bachelor's
92000,Man,IC,5,20,4,Bachelor's
130000,Man,IC,8,18,4,Master's
144000,Man,IC,13,13,12,Bachelor's
150000,Man,Manager,8,18,4,Master's
116000,Man,IC,21,12,15,Bachelor's
125000,Man,Manager,24,14,15,Bachelor's
105000,Man,IC,28,10,16,Bachelor's
72500,Man,IC,15,16,7,Bachelor's
203100,Man,Manager,23,20,20,Less than bachelor's
70000,Man,IC,6,11,2,Bachelor's
102000,Man,IC,40,16,NA,Master's
110000,Woman,IC,9,9,7,Master's
128400,Man,IC,9,18,5,Bachelor's
1e+05,Man,IC,5,19,3,Bachelor's
60000,Man,IC,15,14,5,Bachelor's
110000,Man,Manager,8,16,4,Bachelor's
120000,Man,IC,10,15,5,Bachelor's
110000,Man,IC,14,15,9,Bachelor's
80000,Man,IC,4,19,2,Bachelor's
2e+05,Man,Manager,16,13,11,Master's
1e+05,Man,IC,10,16,6,Bachelor's
81000,Man,IC,10,14,4,Bachelor's
3e+05,Man,IC,14,13,4,Master's
72000,Man,IC,15,20,Less than 1 year,Master's
135000,Man,Manager,20,17,18,Less than bachelor's
92000,Man,IC,4,19,3,Bachelor's
120000,Man,IC,19,20,18,Bachelor's
190000,Man,IC,11,14,6,Bachelor's
150000,Man,IC,10,15,1,Master's
110000,Man,IC,20,8,9,Less than bachelor's
125000,Man,Manager,10,14,9,Less than bachelor's
78000,Man,IC,10,10,1,Less than bachelor's
130000,Man,IC,8,20,5,Master's
77000,Man,IC,4,18,Less than 1 year,Bachelor's
98000,Man,IC,11,5,7,Bachelor's
108000,Man,IC,8,16,5,Bachelor's
71500,Man,IC,11,10,3,Bachelor's
95000,Man,Manager,15,12,11,Bachelor's
180000,Man,Manager,15,16,9,Master's
171000,Man,IC,11,12,7,Bachelor's
75000,Man,IC,14,12,10,Bachelor's
35000,Woman,IC,8,20,6,Master's
130000,Man,IC,40,18,35,Master's
76000,Woman,IC,6,11,4,Bachelor's
270000,Man,Manager,32,12,27,Bachelor's
77000,Man,IC,4,22,4,Master's
105000,Man,IC,12,14,8,Less than bachelor's
110000,Man,Manager,15,15,10,Master's
52000,Man,IC,6,16,2,Bachelor's
60000,Woman,IC,14,6,5,Bachelor's
104750,Man,IC,21,18,21,Bachelor's
125000,Man,Manager,16,13,12,Bachelor's
1e+05,Man,IC,11,18,8,Master's
105000,Man,IC,16,21,15,Master's
135000,Man,IC,26,5,10,PhD
70000,Man,IC,32,6,19,Bachelor's
175000,Man,IC,8,12,6,Master's
60000,Man,IC,1,22,1,Bachelor's
80000,Man,IC,19,14,8,Bachelor's
60500,Man,IC,2,15,1,Less than bachelor's
156000,Man,IC,18,13,10,Bachelor's
59000,Man,IC,5,12,3,Less than bachelor's
108000,Man,IC,22,14,15,Less than bachelor's
60000,Woman,IC,20,20,20,Bachelor's
210000,Man,IC,21,12,11,PhD
95000,Woman,Manager,15,14,9,Master's
80000,Man,IC,8,12,5,Bachelor's
125000,Man,IC,13,15,9,Bachelor's
172000,Man,IC,30,11,22,Master's
104000,Man,IC,12,15,8,Bachelor's
122000,Man,IC,15,10,19,Bachelor's
64200,Man,IC,6,13,6,Bachelor's
120000,Man,IC,9,10,3,Less than bachelor's
66300,Man,IC,6,15,4,Bachelor's
82000,Man,IC,7,14,2,Bachelor's
90000,Man,Manager,12,16,8,Bachelor's
61000,Man,IC,4,28,3,Bachelor's
1e+05,Man,IC,15,10,10,Bachelor's
92000,Man,IC,9,18,5,Bachelor's
60000,Man,Manager,5,19,3,Less than bachelor's
3e+05,Woman,IC,10,10,10,Bachelor's
425000,Man,Manager,31,16,25,PhD
110000,Man,IC,15,12,5,Bachelor's
120000,Man,Manager,5,19,3,Bachelor's
92000,Man,IC,22,16,NA,Bachelor's
107000,Man,IC,22,11,19,Bachelor's
102000,Man,IC,5,19,4,Less than bachelor's
65000,Man,IC,9,19,5,Bachelor's
106000,Man,IC,8,9,8,Bachelor's
150000,Woman,Manager,8,19,4,Bachelor's
105000,Man,IC,8,24,5,Bachelor's
150000,Man,IC,37,15,35,Less than bachelor's
55845,Man,IC,11,17,8,Master's
2e+05,Man,Manager,38,8,23,PhD
50000,Woman,IC,5,15,Less than 1 year,Bachelor's
105000,Man,IC,30,15,25,Bachelor's
106000,Man,IC,12,10,6,Bachelor's
120000,Man,IC,23,10,10,PhD
250000,Man,IC,18,10,15,Less than bachelor's
75000,Man,IC,12,16,8,Master's
78000,Man,IC,7,14,2,Less than bachelor's
86000,Man,IC,17,13,9,Bachelor's
51600,Man,IC,2,12,1,Less than bachelor's
2e+05,Man,IC,25,19,30,Less than bachelor's
67000,Man,IC,12,16,5,Bachelor's
105000,Man,IC,20,10,4,Bachelor's
70000,Woman,Manager,2,14,2,Less than bachelor's
250000,Man,Manager,8,26,5,Master's
145000,Man,IC,10,20,8,Bachelor's
133000,Woman,IC,20,21,10,Bachelor's
210000,Man,IC,3,25,2,Bachelor's
125000,Man,IC,8,15,4,Bachelor's
70000,Man,IC,7,16,4,Bachelor's
114000,Man,Manager,18,18,18,Bachelor's
54080,Man,IC,7,12,4,Less than bachelor's
155000,Man,IC,23,11,20,Master's
256000,Man,IC,20,10,14,Bachelor's
180000,Man,IC,24,12,24,Bachelor's
125000,Man,IC,10,18,8,Bachelor's
225000,Man,Manager,24,18,20,Bachelor's
57000,Man,IC,4,18,NA,Bachelor's
170000,Man,IC,11,13,6,Bachelor's
85000,Man,IC,7,20,5,Bachelor's
72000,Woman,IC,6,23,5,Master's
60000,Man,IC,7,16,5,Bachelor's
170000,Man,Manager,5,21,35,Master's
132400,Man,Manager,41,8,32,Less than bachelor's
85000,Woman,IC,23,13,10,Bachelor's
70000,Woman,IC,6,8,2,Bachelor's
90000,Man,IC,8,8,3,Bachelor's
86000,Man,IC,30,12,8,Less than bachelor's
1e+05,Man,IC,8,16,2,Bachelor's
215000,Man,IC,20,14,12,Master's
80000,Man,IC,35,7,5,Professional
67000,Man,IC,10,13,7,Less than bachelor's
231000,Man,IC,10,14,8,Bachelor's
45000,Man,IC,15,15,10,Less than bachelor's
77000,Man,IC,3,28,3,Less than bachelor's
140000,Man,IC,7,18,3,Bachelor's
1e+05,Man,IC,5,21,5,Bachelor's
1e+05,Man,IC,8,6,3,Master's
70000,Man,IC,3,14,3,Bachelor's
125000,Man,IC,20,14,13,Bachelor's
119000,Man,IC,5,14,4,Less than bachelor's
160000,Woman,IC,10,16,6,Professional
132000,Man,IC,27,7,18,Bachelor's
170000,Man,IC,30,10,24,Bachelor's
125000,Man,IC,27,10,7,Less than bachelor's
145000,Woman,IC,18,14,12,Master's
122000,Man,IC,24,16,20,Bachelor's
144000,Man,IC,27,10,17,Bachelor's
1e+05,Man,IC,21,14,14,Bachelor's
90000,Man,IC,4,21,2,Master's
125000,Man,Manager,25,10,20,Master's
125000,Man,IC,16,15,11,Bachelor's
82000,Man,IC,8,9,4,Bachelor's
250000,Man,IC,30,19,18,Master's
78000,Man,IC,8,18,5,Bachelor's
130000,Man,IC,30,Younger than 5 years,15,Bachelor's
3e+05,Man,IC,35,10,33,Bachelor's
1e+05,Man,IC,9,20,9,Master's
150000,Man,IC,28,14,25,Bachelor's
145000,Man,IC,5,13,4,PhD
60000,Man,IC,13,15,6,Less than bachelor's
97500,Woman,IC,5,13,5,Bachelor's
120000,Man,IC,33,Younger than 5 years,18,Master's
123800,Man,IC,10,19,7,Less than bachelor's
52000,Man,IC,2,15,Less than 1 year,Bachelor's
65000,Woman,IC,4,18,3,Bachelor's
102000,Man,IC,37,24,37,Bachelor's
135000,Man,Manager,41,11,30,Bachelor's
78000,Man,IC,14,15,5,Bachelor's
85000,Man,IC,11,13,2,Bachelor's
132000,Man,IC,17,12,10,Master's
70000,Man,IC,3,15,1,Bachelor's
170000,Man,IC,30,7,25,Master's
108000,Man,IC,15,17,10,Less than bachelor's
110000,Man,IC,24,22,22,Bachelor's
65000,Man,IC,18,8,5,Professional
160000,Man,Manager,7,18,7,Bachelor's
175000,Man,Manager,20,16,18,Bachelor's
320000,Man,IC,23,25,20,Master's
70000,Man,IC,2,26,1,Bachelor's
95000,Woman,IC,8,11,4,Bachelor's
1e+05,Man,IC,3,22,1,Bachelor's
73500,Man,IC,9,16,5,Bachelor's
135000,Man,IC,20,8,18,Bachelor's
182600,Man,IC,17,12,9,Bachelor's
1e+05,Woman,IC,10,15,5,Bachelor's
65000,Man,IC,3,5,1,Less than bachelor's
92500,Man,Manager,15,12,5,Bachelor's
250000,Man,IC,30,9,20,Bachelor's
130000,Man,IC,12,12,10,Bachelor's
94000,Man,IC,30,5,20,Bachelor's
52000,Man,IC,10,11,3,Master's
82000,Man,IC,14,13,3,Bachelor's
83000,Woman,Manager,20,9,11,Bachelor's
115000,Man,IC,15,15,13,Bachelor's
38000,Man,IC,9,10,5,Less than bachelor's
160000,Man,Manager,26,5,12,Master's
750166,Man,IC,4,18,4,Less than bachelor's
120000,Man,IC,5,25,4,Master's
150000,Man,Manager,14,9,12,Bachelor's
167000,Man,IC,10,14,6,Bachelor's
50000,Man,IC,20,15,16,Master's
135000,Man,Manager,41,22,41,Bachelor's
85000,Man,IC,6,18,2,Bachelor's
90000,Man,IC,11,13,6,Bachelor's
110000,Man,IC,12,15,6,Master's
94000,Man,IC,14,24,14,Less than bachelor's
64000,Woman,IC,5,22,3,Bachelor's
205000,Man,IC,11,16,5,Bachelor's
80000,Man,IC,8,22,8,Bachelor's
115000,Man,IC,9,26,6,Master's
1e+05,Man,IC,17,8,8,Bachelor's
65000,Man,IC,3,18,Less than 1 year,Bachelor's
43000,Man,IC,8,14,5,Less than bachelor's
180000,Woman,IC,30,15,25,Master's
145000,Man,Manager,12,12,10,Bachelor's
1e+05,Man,IC,5,14,2,Bachelor's
125000,Man,IC,15,11,6,Bachelor's
65000,Woman,IC,2,23,2,Bachelor's
85000,Man,IC,10,16,4,Master's
160000,Man,IC,7,16,2,Bachelor's
65000,Man,Manager,10,13,5,Less than bachelor's
150000,Man,IC,11,12,5,Bachelor's
80000,Man,IC,20,25,15,Less than bachelor's
190000,Man,IC,32,8,15,Less than bachelor's
71000,Man,IC,9,14,3,Less than bachelor's
105000,Woman,IC,18,11,13,Bachelor's
105000,Man,IC,2,19,1,Bachelor's
65000,Man,IC,15,10,15,Bachelor's
83500,Man,IC,17,19,13,Bachelor's
85000,Man,IC,16,15,12,Bachelor's
76000,Man,Manager,17,15,15,Bachelor's
170000,Man,Manager,25,10,20,Bachelor's
94875,Man,IC,8,18,4,Bachelor's
214000,Woman,Manager,25,12,19,Bachelor's
150000,Man,IC,25,10,14,Bachelor's
73000,Man,IC,37,11,23,Less than bachelor's
350000,Man,IC,17,11,9,Bachelor's
2e+05,Man,Manager,28,9,19,PhD
125000,Man,IC,2,8,Less than 1 year,Bachelor's
2e+05,Man,IC,NA,NA,18,Bachelor's
57600,Man,IC,3,28,Less than 1 year,Less than bachelor's
1e+05,Man,IC,12,14,3,Less than bachelor's
120000,Man,IC,10,15,5,Bachelor's
198000,Man,Manager,21,12,11,Bachelor's
218000,Man,IC,28,10,13,Bachelor's
86000,Woman,IC,19,16,19,Master's
45000,Man,IC,5,18,1,Bachelor's
41600,Man,IC,2,11,1,Less than bachelor's
55000,Woman,IC,31,8,9,Master's
75000,Man,IC,12,12,2,Bachelor's
1e+05,Man,IC,30,20,11,Less than bachelor's
85000,Man,IC,14,28,7,Master's
155000,Woman,Manager,11,18,8,Bachelor's
95000,Man,IC,12,13,10,Bachelor's
60000,Woman,IC,1,9,1,Less than bachelor's
140000,Man,IC,35,6,23,Bachelor's
75000,Woman,IC,5,18,3,Bachelor's
88000,Man,IC,18,12,12,Less than bachelor's
3e+05,Man,Manager,20,16,22,Bachelor's
125000,Man,IC,20,12,8,Less than bachelor's
110000,Man,IC,20,13,3,Less than bachelor's
86000,Woman,IC,6,18,2,Bachelor's
90000,Man,Manager,26,13,10,Less than bachelor's
180000,Man,Manager,36,13,30,Bachelor's
85000,Man,IC,14,15,6,Bachelor's
94000,Man,IC,8,18,8,Bachelor's
98000,Man,IC,15,15,13,Master's
1e+05,Man,IC,6,16,4,Less than bachelor's
190000,Man,IC,12,17,8,Master's
85000,Man,IC,18,18,11,Bachelor's
95000,Man,IC,3,13,2,Bachelor's
98000,Man,IC,15,12,9,Bachelor's
160000,Man,IC,11,13,8,Bachelor's
68000,Man,IC,10,15,2,Bachelor's
120000,Woman,IC,10,8,Less than 1 year,Less than bachelor's
110000,Man,IC,8,15,4,Bachelor's
175000,Man,IC,30,7,15,Master's
90000,Man,IC,7,16,7,Bachelor's
121000,Man,IC,10,29,9,Less than bachelor's
48850,Man,IC,12,14,7,Bachelor's
95000,Man,IC,30,6,24,Master's
160000,Woman,IC,1,24,Less than 1 year,Bachelor's
65000,Man,IC,5,11,4,Less than bachelor's
90000,Man,IC,15,12,5,Bachelor's
60000,Man,IC,12,10,2,Bachelor's
56000,Man,IC,20,15,5,Less than bachelor's
110000,Man,IC,13,12,6,Bachelor's
50000,Man,IC,21,8,5,Bachelor's
130000,Man,Manager,32,17,32,Less than bachelor's
83000,Man,IC,11,7,4,Bachelor's
67000,Man,IC,11,30,7,Bachelor's
140000,Man,IC,6,13,2,Bachelor's
99500,Man,IC,6,13,3,Bachelor's
140000,Man,IC,19,14,10,Master's
57500,Man,IC,15,13,9,Bachelor's
60000,Man,IC,6,15,1,Bachelor's
90000,Man,IC,30,13,20,Less than bachelor's
115000,Man,IC,2,26,2,Bachelor's
130000,Man,IC,10,14,8,Less than bachelor's
125040,Woman,IC,18,5,18,Less than bachelor's
142000,Man,IC,28,12,23,Less than bachelor's
194000,Man,IC,33,14,28,Bachelor's
97000,Woman,IC,6,17,2,Bachelor's
70000,Man,IC,15,9,5,Bachelor's
72000,Man,IC,4,13,Less than 1 year,Bachelor's
161500,Man,IC,14,22,11,Less than bachelor's
125000,Woman,Manager,20,10,8,Less than bachelor's
96000,Woman,Manager,27,8,10,NA
110000,Man,IC,11,18,8,Master's
175000,Woman,Manager,10,10,8,PhD
110000,Man,Manager,14,15,12,Less than bachelor's
190000,Man,IC,10,20,8,Master's
115000,Man,Manager,25,11,19,Bachelor's
88800,Man,IC,11,12,9,Bachelor's
104000,Man,IC,47,19,43,Bachelor's
58000,Man,IC,8,18,3,Bachelor's
72000,Man,IC,19,15,15,Bachelor's
104030,Man,IC,17,13,10,Master's
70000,Man,IC,39,10,28,Bachelor's
120000,Man,IC,7,10,3,Less than bachelor's
270000,Man,IC,35,7,21,Less than bachelor's
117000,Man,IC,24,14,22,Bachelor's
116000,Man,IC,18,16,13,Bachelor's
140000,Man,IC,26,12,16,Bachelor's
65000,Man,IC,15,15,3,Bachelor's
90000,Man,IC,11,17,6,Bachelor's
117000,Man,Manager,41,17,37,Master's
110000,Man,IC,5,17,2,Bachelor's
110000,Man,IC,5,20,3,Bachelor's
235000,Man,IC,7,14,3,Bachelor's
151000,Man,IC,32,13,12,Less than bachelor's
90000,Man,IC,22,14,20,Bachelor's
210000,Man,IC,32,5,17,PhD
115000,Man,IC,22,9,21,Bachelor's
75000,Man,IC,7,12,3,Bachelor's
110000,Man,IC,7,19,3,Bachelor's
240000,Man,Manager,22,13,16,Master's
110000,Man,Manager,8,15,5,Bachelor's
125000,Man,Manager,6,22,5,Master's
190000,Man,Manager,30,13,25,Less than bachelor's
80000,Man,IC,10,18,7,Master's
150000,Man,IC,40,Younger than 5 years,20,Bachelor's
85000,Man,IC,15,14,11,Bachelor's
125000,Man,IC,25,20,25,Less than bachelor's
115000,Man,IC,21,14,11,Bachelor's
76000,Man,IC,2,19,Less than 1 year,Bachelor's
65000,Man,IC,7,16,Less than 1 year,Master's
145000,Man,IC,25,10,23,Master's
57000,Man,IC,5,10,5,Master's
85000,Man,IC,18,24,14,Bachelor's
165000,Man,IC,10,18,7,Less than bachelor's
79000,Man,IC,4,16,1,Bachelor's
80000,Man,IC,8,18,2,Bachelor's
80000,Man,Manager,14,10,5,Less than bachelor's
95000,Man,IC,16,17,11,Bachelor's
170000,Man,IC,20,11,12,Bachelor's
195000,Man,IC,42,19,39,Master's
340000,Man,Manager,12,10,6,Master's
127000,Man,Manager,18,14,12,Bachelor's
90000,Man,IC,12,15,9,Master's
138000,Man,IC,19,8,15,Bachelor's
123000,Woman,IC,35,13,29,Master's
1e+05,Man,IC,10,17,5,Master's
85000,Man,IC,9,18,5,PhD
192000,Man,IC,12,12,7,Less than bachelor's
130000,Woman,IC,11,20,10,Bachelor's
110000,Man,IC,19,13,15,Bachelor's
80000,Man,IC,3,19,2,Bachelor's
66000,Woman,IC,4,26,4,Less than bachelor's
139000,Man,IC,12,13,5,Bachelor's
75000,Man,IC,13,16,4,Bachelor's
2e+05,Man,IC,13,10,2,Bachelor's
130000,Man,IC,18,11,11,Less than bachelor's
160000,Man,IC,24,10,22,Less than bachelor's
1e+05,Man,IC,7,12,4,Bachelor's
97000,Man,IC,12,12,10,Master's
76000,Man,IC,5,10,4,Bachelor's
107000,Man,IC,2,33,2,Bachelor's
150000,Man,IC,12,14,8,Bachelor's
130000,Woman,IC,15,13,15,Master's
120000,Man,IC,7,9,5,Less than bachelor's
85000,Man,IC,7,17,4,Bachelor's
72292,Man,IC,5,12,5,Bachelor's
137000,Man,IC,6,14,3,Master's
80000,Woman,IC,2,19,Less than 1 year,Bachelor's
185000,Man,Manager,12,9,10,Master's
130000,Man,IC,25,11,10,Bachelor's
115000,Man,IC,20,12,18,Less than bachelor's
134000,Man,IC,13,16,9,Bachelor's
95000,Man,IC,10,13,3,Bachelor's
70000,Man,IC,12,18,7,Bachelor's
83000,Man,Manager,5,27,5,Master's
180000,Man,IC,8,12,8,Master's
43000,Man,IC,4,13,4,Less than bachelor's
82000,Man,IC,7,19,3,Bachelor's
132000,Man,Manager,20,17,16,Master's
75000,Woman,IC,15,17,8,Master's
220000,Man,IC,35,11,30,Master's
80000,Man,IC,3,27,3,Less than bachelor's
110000,Man,IC,10,17,4,Master's
74000,Man,IC,5,26,1,Less than bachelor's
99600,Man,IC,11,18,7,Bachelor's
266000,Man,IC,9,7,9,Bachelor's
90000,Woman,IC,3,19,1,Bachelor's
60000,Man,IC,2,13,Less than 1 year,Master's
55000,Woman,IC,3,10,3,PhD
103000,Man,IC,7,15,6,Bachelor's
260000,Man,IC,18,16,15,Master's
95000,Man,IC,24,12,20,Bachelor's
65000,Man,IC,20,16,4,Bachelor's
68000,Man,IC,1,15,Less than 1 year,Bachelor's
1e+05,Man,Manager,13,8,10,Less than bachelor's
140000,Man,IC,4,15,Less than 1 year,Less than bachelor's
115000,Man,IC,11,18,5,Bachelor's
120000,Man,IC,9,15,3,Bachelor's
175000,Man,IC,30,18,30,PhD
80000,Man,IC,4,25,3,Bachelor's
130000,Man,IC,6,17,4,Bachelor's
3e+05,Man,Manager,28,13,27,Master's
74500,Man,IC,6,19,4,Bachelor's
4e+05,Man,IC,32,16,27,Master's
115000,Man,IC,17,18,11,Bachelor's
77000,Man,IC,3,30,3,Less than bachelor's
78000,Man,IC,7,21,2,Less than bachelor's
150000,Man,IC,30,17,25,Bachelor's
87000,Man,IC,18,12,5,Bachelor's
150000,Man,IC,10,16,8,Bachelor's
110000,Man,Manager,18,6,15,Professional
97000,Man,IC,43,8,33,Bachelor's
85000,Man,IC,18,14,11,Bachelor's
122000,Man,IC,10,19,4,Bachelor's
180000,Man,Manager,16,16,10,Bachelor's
155000,Man,IC,10,8,10,Master's
98000,Man,IC,15,17,7,Less than bachelor's
80000,Man,IC,8,18,3,Less than bachelor's
70000,Man,Manager,28,12,25,Less than bachelor's
106000,Man,IC,30,15,19,NA
90000,Man,IC,10,13,6,Master's
121000,Man,IC,15,11,12,Bachelor's
111000,Man,IC,38,8,20,Less than bachelor's
146000,Man,IC,23,16,16,Bachelor's
130000,Man,IC,17,17,15,Master's
90000,Man,IC,18,9,9,Bachelor's
75000,Man,IC,5,37,5,Master's
130000,Man,Manager,12,12,10,Bachelor's
65000,Man,IC,5,13,Less than 1 year,Bachelor's
110000,Man,IC,9,13,7,Less than bachelor's
150000,Man,Manager,5,15,5,Bachelor's
150000,Woman,IC,2,18,1,Bachelor's
95000,Man,IC,12,12,8,Bachelor's
125000,Man,IC,6,15,4,Bachelor's
140000,Man,IC,8,18,4,Bachelor's
68000,Man,IC,4,20,2,Bachelor's
450000,Man,IC,25,10,21,Less than bachelor's
60000,Man,IC,3,21,1,Bachelor's
170000,Man,IC,27,16,17,Master's
210000,Man,Manager,6,17,2,Less than bachelor's
350000,Woman,IC,18,14,12,PhD
75000,Man,IC,5,19,Less than 1 year,Bachelor's
70000,Man,Manager,18,16,10,Bachelor's
150000,Man,Manager,26,10,11,Master's
250000,Man,IC,15,14,14,Master's
115000,Woman,IC,7,19,6,Bachelor's
150000,Man,Manager,25,13,25,Master's
150000,Man,IC,22,17,15,Master's
160000,Man,IC,12,19,10,Bachelor's
101000,Man,IC,13,19,10,Bachelor's
135000,Man,IC,9,16,4,Bachelor's
160000,Man,IC,14,17,13,Bachelor's
47500,Man,IC,7,16,1,Bachelor's
225000,Man,IC,40,14,35,PhD
137500,Man,IC,7,22,7,Bachelor's
130000,Man,IC,10,15,4,Master's
2e+05,Man,IC,10,15,8,Bachelor's
246000,Man,IC,35,13,35,Bachelor's
40000,Man,IC,13,10,3,Master's
82000,Man,IC,5,18,2,Bachelor's
74000,Woman,IC,3,12,2,Master's
95000,Man,IC,30,6,19,Bachelor's
50000,Woman,IC,20,21,20,Less than bachelor's
150000,Man,IC,4,17,Less than 1 year,Bachelor's
80000,Man,IC,6,18,6,Bachelor's
97000,Man,IC,20,12,8,Master's
80000,Man,IC,8,16,6,Bachelor's
130000,Man,IC,22,10,20,PhD
92000,Man,IC,10,14,10,Bachelor's
91000,Man,IC,12,12,10,Bachelor's
185000,Man,IC,14,14,7,Master's
98000,Man,IC,20,15,13,Bachelor's
2e+05,Man,Manager,20,18,15,Professional
67800,Woman,IC,6,20,5,Bachelor's
165000,Man,IC,19,22,19,Less than bachelor's
60000,Man,IC,6,17,2,Bachelor's
110000,Man,IC,7,14,5,Bachelor's
99999,Man,IC,6,19,4,Bachelor's
130000,Man,IC,6,12,5,Bachelor's
80000,Man,IC,4,16,3,Bachelor's
73000,Man,IC,10,21,5,Bachelor's
95000,Man,IC,8,15,3,Bachelor's
70000,Man,IC,3,21,Less than 1 year,Bachelor's
85000,Man,IC,10,12,8,Less than bachelor's
85000,Man,Manager,15,17,7,Bachelor's
106000,Man,IC,21,7,16,Bachelor's
91000,Man,IC,25,12,22,Bachelor's
72500,Man,IC,2,19,1,Master's
110000,Woman,IC,11,18,7,Master's
45000,Man,IC,12,13,Less than 1 year,Less than bachelor's
230500,Man,IC,11,15,7,Bachelor's
155000,Man,IC,14,15,11,Bachelor's
82750,Man,IC,10,12,3,Bachelor's
90000,Man,IC,6,18,5,Less than bachelor's
127000,Man,IC,8,16,4,Less than bachelor's
92500,Man,IC,5,23,4,Bachelor's
108000,Man,IC,5,15,4,Bachelor's
45000,Man,IC,10,13,3,Bachelor's
68000,Man,IC,6,18,Less than 1 year,Bachelor's
77000,Man,IC,7,14,3,Bachelor's
150000,Man,Manager,15,7,6,Master's
64000,Man,IC,5,21,5,Bachelor's
80000,Woman,IC,4,21,2,Master's
105000,Man,IC,8,14,1,Bachelor's
96000,Man,IC,16,10,12,Bachelor's
90000,Man,IC,12,14,7,Bachelor's
89000,Man,IC,14,16,13,Bachelor's
85000,Man,IC,7,21,6,Bachelor's
1e+05,Man,IC,7,20,3,Bachelor's
75000,Woman,IC,3,28,2,Less than bachelor's
110000,Man,IC,7,16,4,Bachelor's
62000,Man,IC,16,12,5,Bachelor's
140000,Man,IC,16,15,11,Bachelor's
265000,Man,IC,10,9,10,Less than bachelor's
60000,Man,IC,8,18,2,Bachelor's
88000,Woman,IC,7,25,5,Bachelor's
70000,Man,IC,10,13,Less than 1 year,Bachelor's
1e+05,Man,IC,10,16,6,Bachelor's
55000,Man,IC,4,27,3,Master's
42600,Man,IC,5,14,1,Bachelor's
79000,Man,IC,6,18,2,Bachelor's
96000,Man,IC,5,17,2,Bachelor's
133000,Man,IC,21,12,20,Bachelor's
160000,Man,IC,12,10,3,Bachelor's
85000,Man,IC,7,13,3,Bachelor's
80000,Man,IC,15,11,5,Bachelor's
86000,Man,IC,6,13,4,Bachelor's
108814,Man,IC,8,13,3,Bachelor's
90000,Man,Manager,13,10,4,Bachelor's
155000,Man,IC,16,16,11,Bachelor's
85000,Man,IC,23,13,20,Less than bachelor's
175000,Man,IC,20,14,20,Bachelor's
82000,Man,IC,6,17,5,Bachelor's
120000,Man,IC,5,16,4,Bachelor's
173000,Man,Manager,15,15,8,Bachelor's
87300,Man,IC,20,10,12,Bachelor's
180000,Man,IC,40,17,30,Less than bachelor's
90000,Man,IC,12,13,2,Bachelor's
101000,Woman,IC,20,15,9,Bachelor's
140000,Man,IC,18,12,10,Master's
3e+05,Man,IC,17,15,13,PhD
78400,Man,IC,8,19,2,Bachelor's
77367,Man,IC,6,17,5,Bachelor's
130000,Man,IC,22,13,22,Master's
93000,Woman,IC,12,18,8,Bachelor's
165000,Man,IC,21,13,19,Bachelor's
65000,Woman,IC,25,9,25,Bachelor's
165000,Man,IC,11,12,10,Bachelor's
110000,Man,IC,11,19,24,Master's
1e+05,Man,IC,6,16,2,Bachelor's
40100,Man,IC,5,17,Less than 1 year,Bachelor's
140000,Man,IC,11,19,8,Bachelor's
150000,Man,Manager,20,12,15,Master's
130000,Man,IC,19,14,13,Bachelor's
120000,Man,IC,20,17,12,Master's
141994,Man,IC,12,5,10,Bachelor's
35000,Man,Manager,37,18,33,Bachelor's
105000,Man,IC,15,15,8,Master's
80000,Man,IC,7,17,4,Bachelor's
107000,Man,IC,13,15,8,Bachelor's
105000,Man,IC,7,16,2,Bachelor's
134000,Man,IC,13,13,4,Bachelor's
154000,Woman,IC,20,9,10,Bachelor's
170000,Man,IC,19,10,15,Bachelor's
70000,Man,IC,9,16,2,Bachelor's
71000,Man,IC,12,10,8,Bachelor's
152000,Man,IC,23,13,8,Master's
123000,Woman,IC,20,12,12,Master's
106000,Man,IC,15,18,12,Bachelor's
170000,Man,Manager,16,12,12,Bachelor's
55000,Woman,IC,2,15,2,Bachelor's
1e+05,Man,IC,24,15,18,Bachelor's
125000,Woman,IC,6,10,2,Bachelor's
212000,Man,IC,32,11,21,Master's
150000,Woman,IC,18,16,10,PhD
86000,Man,IC,8,14,5,Bachelor's
83800,Man,IC,11,15,2,Master's
110000,Man,IC,15,12,9,Less than bachelor's
137000,Man,IC,24,12,22,Bachelor's
145000,Man,IC,9,15,4,Bachelor's
110000,Woman,IC,3,19,1,Bachelor's
96000,Woman,IC,9,18,3,Master's
214000,Man,IC,27,12,16,Master's
105000,Man,IC,16,17,12,Master's
125000,Man,IC,25,15,20,Bachelor's
130000,Man,IC,12,16,6,Bachelor's
231000,Man,IC,19,14,9,Master's
405000,Man,IC,25,13,22,Master's
180000,Man,Manager,37,7,22,Bachelor's
250000,Man,IC,32,Younger than 5 years,19,PhD
84000,Man,IC,32,11,25,Less than bachelor's
72000,Man,IC,32,18,32,Master's
123000,Man,IC,20,18,16,Master's
62000,Man,IC,6,16,1,Bachelor's
120000,Man,IC,25,10,13,Master's
177000,Man,IC,8,17,4,Bachelor's
