CompTotal,Gender,Manager,YearsCode,Age1stCode,YearsCodePro,Education
95000,Man,IC,14,19,10,Bachelor's
95000,Man,IC,11,18,6,Bachelor's
78700,Man,IC,11,15,3,Bachelor's
115000,Man,IC,18,12,7,Master's
90000,Man,IC,9,12,3,Master's
88500,Man,IC,40,10,30,Bachelor's
110000,Man,IC,25,18,22,Bachelor's
70000,Woman,IC,2,20,1,Bachelor's
160000,Man,Manager,16,10,14,Less than bachelor's
120000,Man,IC,17,11,7,Bachelor's
140000,Man,IC,4,25,2,Master's
95000,Woman,IC,3,24,3,Less than bachelor's
95000,Man,IC,13,11,4,Master's
160000,Man,IC,20,12,11,Bachelor's
45000,Woman,IC,7,16,2,Bachelor's
170000,Man,Manager,36,10,26,Bachelor's
250000,Man,Manager,More than 50 years,14,45,PhD
120000,Man,IC,12,14,6,Master's
74000,Man,IC,10,17,8,Bachelor's
130000,Man,IC,5,12,3,Less than bachelor's
115000,Man,Manager,6,10,3,Bachelor's
150000,Man,IC,6,31,6,Bachelor's
120000,Woman,IC,4,21,3,Bachelor's
1e+05,Man,IC,5,21,4,Bachelor's
115000,Man,IC,10,16,4,Bachelor's
120000,Man,IC,9,14,8,Bachelor's
170000,Man,IC,25,14,22,Less than bachelor's
68000,Man,IC,10,18,7,Bachelor's
133000,Man,IC,16,15,13,Bachelor's
103000,Man,IC,12,11,6,Bachelor's
70000,Man,IC,2,13,2,Bachelor's
1e+05,Man,IC,20,14,16,Bachelor's
70000,Man,IC,3,15,Less than 1 year,Bachelor's
1e+05,Man,IC,20,15,13,Bachelor's
110000,Man,IC,18,10,14,Bachelor's
105000,Man,IC,10,12,8,Bachelor's
52000,Man,IC,4,17,1,Bachelor's
230000,Man,IC,10,5,3,Bachelor's
137190,Man,IC,19,11,13,Bachelor's
143000,Man,IC,21,15,20,Less than bachelor's
130000,Man,Manager,7,27,3,Bachelor's
180000,Man,IC,45,18,38,Bachelor's
115000,Woman,IC,15,28,12,Bachelor's
170000,Woman,IC,5,19,2,Bachelor's
138000,Man,Manager,23,19,20,Master's
125000,Man,Manager,6,14,5,Less than bachelor's
41000,Man,IC,2,15,2,Less than bachelor's
80000,Man,Manager,44,19,44,Bachelor's
153000,Man,IC,14,12,10,Bachelor's
158000,Man,Manager,27,11,16,Bachelor's
350000,Woman,IC,20,8,10,Master's
78250,Man,Manager,16,13,12,Less than bachelor's
160000,Man,IC,25,13,19,Bachelor's
90000,Man,IC,4,25,3,Bachelor's
115000,Man,IC,12,19,10,Bachelor's
150000,Man,IC,10,10,8,Bachelor's
95000,Man,IC,17,23,12,Bachelor's
53000,Man,IC,13,15,2,Less than bachelor's
125000,Man,IC,15,10,10,Less than bachelor's
145000,Man,IC,30,30,30,Bachelor's
210000,Man,IC,11,12,6,Master's
50000,Man,IC,6,17,1,Bachelor's
180000,Man,IC,20,20,10,PhD
77000,Man,IC,25,15,22,Bachelor's
5e+05,Man,IC,24,7,9,Bachelor's
80000,Man,IC,6,15,6,Master's
2e+05,Man,IC,21,20,16,Bachelor's
140000,Man,IC,8,13,3,Bachelor's
135000,Man,IC,14,10,10,Bachelor's
90000,Man,IC,16,16,10,Bachelor's
65000,Man,IC,2,15,2,Bachelor's
75000,Man,IC,9,11,5,Bachelor's
5e+05,Man,IC,12,13,8,Bachelor's
65000,Man,IC,10,17,10,Bachelor's
140000,Man,IC,40,13,20,Master's
125000,Man,IC,35,19,33,Bachelor's
77500,Man,IC,9,16,4,Bachelor's
97000,Man,IC,12,23,10,Master's
60000,Man,IC,26,12,8,Bachelor's
107000,Man,IC,12,13,7,Bachelor's
70000,Man,IC,5,14,1,Bachelor's
140000,Man,IC,25,10,17,Bachelor's
60000,Man,IC,15,15,4,Master's
120000,Man,IC,40,13,29,Bachelor's
50000,Man,IC,6,17,2,Bachelor's
105000,Man,IC,3,8,2,Bachelor's
60000,Man,IC,5,23,5,Bachelor's
133200,Woman,IC,1,20,Less than 1 year,Bachelor's
56000,Man,IC,11,13,9,Less than bachelor's
40000,Man,IC,9,19,7,Bachelor's
85000,Man,IC,17,14,16,Bachelor's
175000,Woman,IC,10,14,7,Bachelor's
140000,Man,Manager,27,12,20,Bachelor's
70000,Man,IC,2,29,1,Bachelor's
260000,Man,IC,19,7,14,Bachelor's
108000,Man,IC,5,19,2,Bachelor's
106000,Man,IC,10,19,8,Master's
145000,Man,Manager,21,12,18,Less than bachelor's
57928,Man,IC,7,20,2,Less than bachelor's
125000,Man,IC,20,9,5,Bachelor's
1e+05,Man,Manager,6,22,5,Bachelor's
197500,Man,IC,10,15,2,Bachelor's
75000,Man,IC,10,16,5,Bachelor's
2e+05,Man,IC,6,22,4,Bachelor's
55000,Woman,IC,5,13,2,Less than bachelor's
170000,Man,IC,13,14,12,Less than bachelor's
160000,Man,IC,31,15,21,Less than bachelor's
150000,Man,IC,34,14,25,Master's
190000,Man,IC,29,15,27,Bachelor's
1100000,Man,IC,20,11,11,Bachelor's
98000,Man,IC,7,15,5,Bachelor's
130000,Man,IC,5,17,5,Less than bachelor's
275000,Man,IC,7,13,Less than 1 year,Bachelor's
120000,Man,IC,10,18,8,Master's
145000,Man,Manager,17,14,10,Bachelor's
95000,Man,IC,19,11,15,Master's
69000,Man,IC,14,18,5,PhD
1e+05,Woman,IC,4,18,1,Bachelor's
130000,Man,IC,NA,17,6,Master's
45000,Man,IC,25,16,2,Bachelor's
81543,Man,IC,3,13,3,Bachelor's
98000,Man,IC,3,18,2,Bachelor's
516000,Man,IC,7,16,4,Bachelor's
125000,Man,Manager,23,12,14,Bachelor's
37000,Woman,IC,6,20,5,Bachelor's
3e+05,Man,Manager,21,8,19,Master's
85000,Man,IC,20,9,5,Bachelor's
78000,Man,IC,17,13,5,Bachelor's
135000,Man,IC,20,6,12,Master's
1e+05,Man,IC,4,20,Less than 1 year,Bachelor's
125000,Man,IC,5,21,5,Bachelor's
109000,Man,IC,20,8,18,Less than bachelor's
170000,Man,Manager,30,10,23,Bachelor's
65000,Woman,IC,4,30,4,Master's
95000,Man,IC,18,12,2,Master's
89500,Man,IC,6,19,6,Master's
1e+05,Man,IC,19,10,10,Bachelor's
120000,Man,IC,14,15,7,Bachelor's
287000,Man,IC,35,19,35,Master's
185000,Man,IC,15,Younger than 5 years,7,Less than bachelor's
120000,Man,IC,28,10,21,Bachelor's
170000,Man,Manager,34,8,22,PhD
95000,Man,IC,5,19,1,Bachelor's
170000,Man,Manager,20,6,14,Master's
140000,Man,IC,8,13,2,Bachelor's
185000,Man,IC,6,12,4,Bachelor's
65000,Man,IC,10,13,1,Less than bachelor's
85000,Man,Manager,25,10,3,Bachelor's
280000,Man,IC,17,11,9,Bachelor's
75000,Man,IC,4,23,3,Bachelor's
81000,Man,IC,40,17,35,Bachelor's
170000,Man,IC,16,18,12,Master's
350000,Man,IC,20,14,12,Master's
67000,Man,IC,11,13,2,Bachelor's
440000,Man,IC,17,11,7,Bachelor's
182000,Man,Manager,15,20,15,Bachelor's
67000,Man,IC,10,13,6,Less than bachelor's
180000,Man,IC,25,12,15,Bachelor's
122500,Man,Manager,7,22,7,Less than bachelor's
75000,Man,IC,8,12,4,Bachelor's
150000,Man,IC,20,15,15,Master's
105000,Woman,IC,3,15,1,Bachelor's
105000,Man,IC,23,13,16,Less than bachelor's
160000,Man,IC,22,10,22,Bachelor's
65000,Man,IC,5,17,Less than 1 year,Bachelor's
116350,Man,IC,13,18,7,Less than bachelor's
87000,Man,IC,10,15,8,Less than bachelor's
90000,Woman,IC,2,25,1,Master's
290000,Man,IC,20,14,13,Bachelor's
150000,Man,IC,25,10,13,Bachelor's
1e+05,Man,IC,7,19,2,Master's
90000,Man,IC,12,10,5,Less than bachelor's
131100,Woman,IC,7,19,3,Master's
93000,Man,IC,7,23,6,Bachelor's
90000,Man,IC,4,24,3,Bachelor's
248000,Man,IC,42,20,28,Less than bachelor's
65000,Man,IC,2,11,1,Bachelor's
164650,Man,Manager,7,18,3,Bachelor's
1e+05,Man,Manager,15,7,10,Bachelor's
120000,Man,IC,9,21,5,Bachelor's
147000,Man,IC,9,15,3,Bachelor's
1e+05,Woman,IC,19,13,17,Master's
135000,Man,IC,11,22,9,Bachelor's
39700,Man,IC,2,12,2,Less than bachelor's
133500,Woman,Manager,7,12,7,Less than bachelor's
110000,Man,IC,6,18,2,Bachelor's
110000,Man,IC,25,7,22,Less than bachelor's
140000,Man,IC,5,29,5,Less than bachelor's
140000,Man,IC,20,18,11,Bachelor's
3e+05,Man,IC,18,8,11,Bachelor's
119000,Man,IC,8,21,8,Bachelor's
80000,Man,IC,9,19,5,Bachelor's
96153,Man,IC,10,18,8,Master's
90000,Man,IC,12,11,8,Less than bachelor's
40000,Man,IC,12,14,5,Less than bachelor's
93000,Man,IC,5,13,4,Less than bachelor's
205000,Man,Manager,32,10,21,Bachelor's
60000,Man,IC,9,16,8,Bachelor's
210000,Man,Manager,14,13,12,Bachelor's
53000,Woman,IC,5,13,1,Bachelor's
80000,Man,IC,6,17,2,Bachelor's
99800,Woman,IC,18,22,16,Master's
250000,Man,Manager,35,16,25,Less than bachelor's
240000,Man,IC,20,15,19,Master's
84000,Man,IC,8,16,Less than 1 year,Bachelor's
2e+05,Man,IC,4,22,3,Less than bachelor's
60000,Man,IC,6,17,2,Bachelor's
130000,Man,Manager,18,14,13,Bachelor's
82000,Woman,IC,3,16,3,Less than bachelor's
95400,Man,Manager,8,17,3,Bachelor's
175000,Man,IC,36,9,5,Bachelor's
135000,Man,IC,35,16,25,Master's
70000,Man,IC,5,12,Less than 1 year,Bachelor's
120000,Man,IC,13,16,7,Bachelor's
102000,Man,Manager,7,18,3,Bachelor's
75000,Man,IC,5,18,Less than 1 year,Bachelor's
250000,Man,IC,2,12,2,Master's
125000,Man,IC,5,10,Less than 1 year,Less than bachelor's
135000,Man,IC,17,14,13,PhD
120000,Man,IC,20,15,20,Less than bachelor's
55000,Man,IC,4,19,3,Less than bachelor's
36800,Man,IC,22,19,21,Bachelor's
105000,Man,IC,15,16,10,Bachelor's
135000,Man,IC,25,Younger than 5 years,12,Bachelor's
1e+05,Man,IC,9,17,2,Master's
2e+05,Man,Manager,16,11,10,Master's
99000,Man,IC,15,10,15,PhD
75000,Woman,IC,33,10,10,Master's
128000,Man,IC,26,12,24,Master's
143000,Man,IC,9,14,6,Master's
75000,Woman,IC,2,14,1,Bachelor's
72238,Man,IC,5,30,2,Less than bachelor's
140000,Man,Manager,45,12,35,Bachelor's
95000,Man,IC,2,9,2,Bachelor's
112000,Man,IC,25,15,17,Bachelor's
125000,Man,IC,20,12,8,Bachelor's
80000,Man,IC,7,10,4,Bachelor's
165000,Man,IC,7,10,4,Less than bachelor's
130000,Man,IC,26,17,21,Bachelor's
110000,Man,IC,20,12,14,Master's
94500,Man,IC,15,18,6,Master's
120000,Man,Manager,13,18,7,Bachelor's
32000,Man,IC,15,10,NA,Less than bachelor's
2e+05,Man,IC,10,15,7,Bachelor's
67000,Man,IC,11,18,6,Bachelor's
35000,Man,IC,15,11,10,Bachelor's
60000,Man,IC,10,12,Less than 1 year,Bachelor's
80000,Man,IC,12,14,7,Bachelor's
120000,Man,IC,20,14,11,PhD
101500,Woman,IC,6,18,2,Bachelor's
175000,Man,IC,15,16,10,Master's
145000,Man,IC,15,14,10,Master's
140000,Man,IC,6,19,5,Bachelor's
113000,Man,Manager,25,11,17,Less than bachelor's
125000,Man,IC,12,12,10,Bachelor's
150000,Man,IC,22,7,15,Master's
116000,Man,IC,12,16,12,Bachelor's
116000,Woman,IC,5,23,2,Master's
94000,Woman,IC,3,23,3,Bachelor's
145000,Man,IC,29,18,22,Bachelor's
92600,Woman,IC,17,17,13,Master's
150000,Man,IC,11,12,6,Bachelor's
2e+05,Man,Manager,32,11,20,Master's
1e+05,Man,IC,20,15,20,Bachelor's
92000,Man,IC,12,14,5,Bachelor's
1e+05,Man,IC,37,16,33,Bachelor's
130000,Woman,IC,8,19,4,Bachelor's
91000,Man,IC,7,18,3,Master's
70000,Woman,IC,4,23,3,Master's
185000,Man,IC,16,14,10,Less than bachelor's
68000,Man,IC,6,15,Less than 1 year,Bachelor's
90000,Woman,IC,6,18,2,Master's
133000,Man,IC,19,13,11,Bachelor's
110000,Man,IC,10,13,6,Bachelor's
210000,Woman,IC,4,23,3,Bachelor's
70000,Man,IC,6,16,6,Bachelor's
107500,Man,IC,20,12,9,Less than bachelor's
160000,Man,IC,4,13,3,Bachelor's
90000,Man,Manager,18,12,15,Bachelor's
75000,Man,IC,6,20,3,Bachelor's
73000,Man,IC,7,15,2,Bachelor's
122000,Man,IC,41,15,34,Bachelor's
80000,Man,IC,8,18,5,Bachelor's
143000,Man,IC,8,18,6,Bachelor's
75000,Man,IC,28,10,16,Master's
93600,Man,IC,30,10,15,Bachelor's
130000,Man,IC,12,16,8,Master's
60000,Woman,IC,2,14,2,Bachelor's
122200,Woman,IC,38,16,31,Bachelor's
120000,Man,Manager,16,12,10,Bachelor's
115000,Man,IC,15,13,5,Bachelor's
93000,Man,IC,22,18,17,Bachelor's
75000,Man,IC,10,15,8,Less than bachelor's
65000,Man,IC,1,12,Less than 1 year,Professional
60000,Man,IC,13,12,4,Bachelor's
140000,Man,IC,5,17,Less than 1 year,Bachelor's
162500,Man,Manager,38,20,38,Less than bachelor's
1e+05,Man,IC,11,16,11,Less than bachelor's
70000,Man,IC,4,14,1,Bachelor's
105000,Man,IC,18,12,11,Bachelor's
95000,Man,IC,5,15,3,Bachelor's
165000,Man,Manager,20,15,18,Less than bachelor's
207434,Man,IC,12,16,8,Master's
70000,Man,IC,10,12,6,Bachelor's
176874,Woman,IC,4,16,2,Less than bachelor's
170000,Man,IC,28,17,35,Master's
350000,Man,IC,28,12,20,Less than bachelor's
135000,Man,Manager,16,16,12,Master's
109453,Man,IC,21,17,20,Bachelor's
140000,Man,IC,8,17,6,Less than bachelor's
75000,Man,IC,10,40,10,Bachelor's
110000,Man,IC,25,14,20,Less than bachelor's
90000,Man,IC,8,18,4,Bachelor's
93000,Man,IC,27,10,20,Master's
160000,Man,Manager,17,15,9,Bachelor's
102500,Man,IC,4,27,4,Bachelor's
20000,Man,IC,14,12,5,Master's
100650,Woman,IC,14,9,2,Bachelor's
115000,Man,IC,6,17,4,Bachelor's
80000,Man,IC,7,18,3,Bachelor's
160000,Man,IC,15,12,13,Master's
130000,Woman,IC,14,10,3,Bachelor's
48000,Woman,IC,4,22,Less than 1 year,Master's
145000,Man,IC,33,13,23,Master's
350000,Man,IC,15,10,10,Bachelor's
145000,Man,Manager,10,16,7,Less than bachelor's
131000,Man,IC,19,14,14,Bachelor's
115500,Man,IC,6,18,6,Master's
96000,Man,IC,20,20,18,Master's
62500,Woman,IC,11,15,6,Master's
2e+05,Man,Manager,36,12,25,Bachelor's
115000,Man,IC,15,17,11,Bachelor's
65000,Man,IC,8,10,3,Bachelor's
83000,Man,IC,3,20,1,Bachelor's
139000,Man,IC,25,8,11,Master's
67000,Man,IC,8,14,6,Less than bachelor's
130000,Man,IC,31,9,19,Bachelor's
58000,Man,IC,8,15,3,Bachelor's
3e+05,Man,IC,20,10,10,Bachelor's
75000,Man,IC,16,16,11,Bachelor's
4e+05,Man,IC,12,12,5,PhD
70000,Man,IC,30,13,10,Master's
85000,Man,IC,6,14,3,Bachelor's
70000,Man,IC,3,25,1,Bachelor's
75000,Man,IC,30,13,25,Less than bachelor's
2e+05,Man,IC,23,16,23,Less than bachelor's
120000,Man,IC,41,11,29,Bachelor's
3e+05,Man,Manager,3,41,2,Bachelor's
82000,Man,IC,10,14,2,Bachelor's
80000,Man,IC,2,18,2,Less than bachelor's
65000,Man,IC,7,16,2,Bachelor's
55000,Man,IC,5,19,2,Master's
95000,Man,IC,10,21,7,Bachelor's
385000,Man,IC,17,10,8,Bachelor's
115000,Woman,IC,22,15,4,Master's
65000,Man,IC,4,18,2,Bachelor's
130000,Man,IC,15,21,15,Bachelor's
120000,Man,IC,30,19,25,Less than bachelor's
125000,Man,IC,10,16,4,Bachelor's
50000,Man,IC,5,15,2,Bachelor's
1e+05,Man,IC,18,16,15,Bachelor's
103000,Man,IC,6,16,4,Less than bachelor's
54516,Man,IC,6,18,Less than 1 year,Bachelor's
86000,Man,IC,5,26,4,Less than bachelor's
226000,Man,Manager,27,11,18,Master's
113000,Man,IC,20,41,20,Bachelor's
68000,Man,IC,6,15,2,Bachelor's
138000,Man,IC,35,13,25,Bachelor's
90000,Man,IC,8,16,3,Bachelor's
175000,Man,IC,25,17,22,Bachelor's
128000,Man,IC,8,14,6,Bachelor's
66000,Man,Manager,10,16,3,Bachelor's
80000,Man,IC,13,9,8,Bachelor's
67000,Man,IC,10,12,3,Bachelor's
207000,Man,Manager,7,12,2,Bachelor's
96000,Man,IC,7,19,5,Bachelor's
84000,Man,IC,6,20,4,Bachelor's
130000,Man,IC,10,15,6,Bachelor's
84000,Woman,IC,4,26,3,Bachelor's
120000,Man,IC,19,12,12,Bachelor's
48000,Man,IC,5,17,1,Bachelor's
160000,Woman,IC,5,12,2,Bachelor's
180000,Man,IC,2,19,1,Bachelor's
70000,Man,IC,10,10,2,Bachelor's
160000,Man,IC,17,16,9,Bachelor's
235000,Man,IC,19,12,8,Bachelor's
150000,Man,Manager,28,13,26,Bachelor's
160000,Man,IC,10,16,5,Bachelor's
148000,Man,IC,13,12,1,Master's
150000,Man,IC,43,17,35,Bachelor's
78600,Man,IC,9,13,4,Bachelor's
31000,Man,IC,10,17,8,Bachelor's
140000,Man,Manager,22,10,4,PhD
130000,Woman,IC,8,13,2,Less than bachelor's
130000,Man,IC,33,19,29,Bachelor's
80000,Man,IC,8,16,4,Less than bachelor's
240000,Man,IC,25,13,12,Master's
88000,Man,IC,11,18,7,Bachelor's
62000,Man,IC,5,15,Less than 1 year,Bachelor's
60000,Man,IC,5,22,3,Bachelor's
56000,Man,IC,4,22,4,Bachelor's
88000,Man,IC,18,11,8,Bachelor's
130000,Man,IC,40,17,30,Master's
145000,Man,IC,25,8,21,Master's
82000,Man,IC,8,16,8,PhD
65000,Man,IC,8,15,1,Bachelor's
120000,Man,IC,25,11,18,Professional
80000,Man,IC,NA,12,10,Bachelor's
110000,Man,IC,9,13,6,Bachelor's
220000,Man,Manager,17,12,14,Less than bachelor's
48000,Man,IC,3,22,2,Less than bachelor's
55000,Woman,IC,8,33,8,Bachelor's
171000,Man,IC,20,20,20,Master's
85000,Man,IC,8,19,4,Bachelor's
135000,Man,IC,27,8,11,Bachelor's
76000,Man,IC,20,13,14,Bachelor's
107500,Man,IC,17,13,13,Master's
115000,Woman,IC,1,28,Less than 1 year,Bachelor's
97000,Man,IC,12,10,8,Bachelor's
75000,Man,IC,5,16,2,Bachelor's
92000,Man,IC,6,19,3,Master's
155000,Man,Manager,37,13,27,Bachelor's
95000,Man,IC,7,12,3,Master's
72000,Man,Manager,11,12,5,Less than bachelor's
380000,Man,Manager,20,14,12,Bachelor's
175000,Man,IC,31,8,23,Bachelor's
144514,Man,IC,30,13,23,Bachelor's
125000,Man,IC,17,13,Less than 1 year,Professional
60000,Man,IC,4,20,1,Bachelor's
60000,Man,IC,3,30,2,Less than bachelor's
170000,Woman,IC,10,5,6,Bachelor's
184000,Man,IC,7,19,4,Bachelor's
86500,Man,IC,44,9,29,Bachelor's
2e+05,Man,Manager,17,13,9,Master's
95000,Man,Manager,8,14,4,Bachelor's
97750,Woman,IC,3,27,2,Bachelor's
105000,Man,IC,8,23,8,Less than bachelor's
160000,Man,IC,6,16,5,Bachelor's
130000,Man,IC,18,15,5,Less than bachelor's
70000,Man,IC,15,15,5,Bachelor's
63200,Man,IC,7,18,4,Bachelor's
175000,Man,IC,15,15,11,Master's
65000,Man,IC,25,12,25,Master's
142000,Man,IC,21,14,18,Bachelor's
92500,Man,IC,9,16,4,Bachelor's
93000,Man,IC,12,20,8,Bachelor's
70000,Man,IC,8,13,3,Less than bachelor's
140000,Man,IC,23,16,18,Bachelor's
130000,Man,IC,13,13,5,Master's
58000,Man,IC,4,20,Less than 1 year,Bachelor's
50000,Man,IC,15,13,5,Bachelor's
130000,Man,IC,13,18,13,Master's
55000,Man,IC,13,11,2,Master's
70000,Woman,IC,10,17,5,Bachelor's
75000,Man,IC,4,35,3,Bachelor's
130000,Woman,IC,4,23,4,Bachelor's
175000,Man,IC,25,10,11,Less than bachelor's
115000,Man,IC,6,13,3,Bachelor's
2e+05,Man,IC,18,15,13,Bachelor's
130000,Man,IC,18,15,13,Bachelor's
1e+05,Woman,IC,30,10,20,Bachelor's
82000,Man,IC,3,15,2,Bachelor's
172300,Man,IC,10,12,1,PhD
150000,Man,IC,19,18,14,Bachelor's
136000,Woman,IC,20,19,15,Bachelor's
89000,Man,IC,8,13,6,Bachelor's
325000,Man,IC,6,11,4,Bachelor's
85000,Man,IC,3,26,2,Bachelor's
79000,Man,Manager,22,13,13,Bachelor's
175000,Man,IC,35,11,20,Bachelor's
125000,Man,IC,11,12,3,Bachelor's
105000,Man,IC,14,12,8,Less than bachelor's
79000,Woman,IC,25,24,21,Less than bachelor's
142000,Man,IC,11,23,8,Bachelor's
65000,Man,IC,4,14,Less than 1 year,Less than bachelor's
130000,Man,IC,43,16,35,Bachelor's
250000,Man,Manager,25,15,22,Less than bachelor's
225000,Man,IC,15,13,6,Bachelor's
198550,Man,IC,17,16,15,Bachelor's
115400,Man,IC,36,13,26,Bachelor's
160000,Man,Manager,30,10,20,Master's
135000,Man,IC,8,18,5,Master's
135000,Man,IC,18,13,9,Bachelor's
88000,Man,Manager,14,11,9,Less than bachelor's
65000,Man,IC,20,20,15,Bachelor's
106000,Man,IC,20,9,20,Less than bachelor's
69000,Man,IC,23,16,20,PhD
142000,Man,IC,25,13,23,Less than bachelor's
85000,Woman,IC,5,21,4,Master's
90000,Man,IC,6,16,5,Bachelor's
160000,Man,IC,4,18,3,Master's
165000,Man,IC,12,29,14,Master's
115000,Man,IC,10,5,9,Bachelor's
115000,Man,IC,37,18,32,Bachelor's
135000,Man,Manager,12,17,7,Master's
130000,Man,IC,5,21,4,Master's
150000,Man,IC,30,16,27,Master's
61104,Man,IC,9,17,4,Less than bachelor's
80000,Man,IC,4,16,2,Bachelor's
65000,Man,IC,10,16,5,Master's
134000,Man,IC,8,12,5,Bachelor's
135000,Man,IC,34,24,29,Less than bachelor's
85000,Man,IC,6,18,6,Less than bachelor's
72000,Woman,IC,10,16,4,Less than bachelor's
63000,Man,IC,5,17,3,Bachelor's
61500,Man,IC,30,8,20,PhD
64000,Man,IC,6,17,3,Master's
80100,Man,IC,4,20,2,Bachelor's
108000,Man,IC,10,12,Less than 1 year,Bachelor's
40000,Man,IC,20,11,15,Master's
5e+05,Man,IC,37,6,15,Master's
90000,Man,IC,9,16,8,Bachelor's
1e+05,Man,IC,10,18,5,PhD
155000,Man,Manager,35,20,35,Master's
75000,Man,IC,10,20,6,Master's
135000,Man,IC,16,17,12,Bachelor's
94500,Man,IC,31,12,20,Bachelor's
132000,Woman,IC,8,12,6,Bachelor's
83200,Man,IC,14,14,6,Bachelor's
130000,Man,IC,12,14,8,Bachelor's
71466,Man,Manager,8,19,5,Master's
183919,Man,IC,10,18,19,Bachelor's
94000,Man,IC,4,31,4,Less than bachelor's
180000,Man,IC,14,22,11,Bachelor's
89000,Woman,IC,21,15,13,Bachelor's
47730,Man,IC,4,27,2,Less than bachelor's
205000,Man,Manager,12,14,11,Less than bachelor's
180000,Man,IC,19,18,15,Bachelor's
175000,Man,Manager,38,14,23,Bachelor's
108470,Man,IC,4,14,2,Bachelor's
85000,Man,IC,6,18,4,Bachelor's
65000,Man,IC,32,9,13,Less than bachelor's
185000,Man,Manager,20,13,14,Bachelor's
103000,Man,IC,13,14,7,Master's
140000,Man,IC,6,8,5,Bachelor's
82000,Man,IC,12,15,5,Bachelor's
120000,Man,IC,5,15,1,Master's
75000,Man,IC,4,14,2,Bachelor's
76000,Man,IC,6,26,1,Bachelor's
65500,Man,IC,12,8,Less than 1 year,Bachelor's
120000,Man,IC,10,17,5,Bachelor's
160000,Man,IC,19,9,9,Less than bachelor's
120000,Man,Manager,12,15,12,Less than bachelor's
55000,Man,IC,4,19,2,Bachelor's
85000,Man,IC,10,12,4,Bachelor's
115000,Man,IC,4,19,4,Bachelor's
75000,Man,IC,7,20,4,Bachelor's
73000,Man,IC,15,17,10,Bachelor's
113700,Man,IC,10,15,5,Bachelor's
90000,Man,Manager,20,7,15,Bachelor's
87500,Man,Manager,24,7,11,Master's
135000,Man,IC,9,17,3,Bachelor's
80000,Man,IC,3,19,2,Bachelor's
70000,Man,IC,8,12,17,Less than bachelor's
185000,Man,IC,12,15,7,Bachelor's
2e+05,Woman,IC,8,19,6,Bachelor's
210000,Man,IC,27,12,20,Less than bachelor's
91000,Man,IC,6,26,5,Bachelor's
120000,Man,IC,19,13,18,Less than bachelor's
135000,Man,IC,10,5,7,Less than bachelor's
1e+05,Man,IC,7,10,5,Bachelor's
46000,Man,IC,6,11,2,Bachelor's
95000,Man,IC,6,18,5,Master's
205000,Man,Manager,23,12,16,Bachelor's
2e+05,Man,IC,20,13,12,Master's
108000,Man,IC,4,23,3,Bachelor's
4e+05,Man,Manager,18,24,18,Master's
65000,Woman,IC,4,17,3,Bachelor's
70000,Man,IC,4,21,2,Bachelor's
110000,Man,IC,27,12,15,Bachelor's
90000,Man,IC,2,7,1,Bachelor's
79000,Man,IC,6,17,2,Bachelor's
99000,Man,IC,3,18,2,Master's
110000,Man,IC,7,15,1,Bachelor's
1e+05,Man,IC,17,15,11,Bachelor's
124000,Man,IC,20,16,20,Bachelor's
55000,Man,IC,6,34,3,Master's
72000,Man,Manager,4,25,4,Master's
3e+05,Woman,IC,10,18,8,Bachelor's
90000,Man,IC,10,20,7,Bachelor's
4e+05,Man,Manager,7,14,7,Less than bachelor's
170000,Woman,IC,3,21,2,Master's
157500,Man,IC,15,10,10,Master's
150000,Man,IC,20,17,14,Bachelor's
103000,Man,IC,6,18,3,Bachelor's
230000,Man,IC,18,13,12,Master's
140000,Man,IC,20,16,17,Bachelor's
78000,Man,IC,3,30,32,Bachelor's
140000,Man,IC,19,12,15,Bachelor's
115000,Man,IC,18,16,17,Bachelor's
110000,Man,IC,16,13,12,Bachelor's
65000,Man,IC,5,12,4,Master's
52000,Man,IC,8,16,1,Bachelor's
64000,Man,Manager,12,12,6,Less than bachelor's
150000,Man,IC,20,8,18,Bachelor's
2e+05,Man,IC,10,13,2,Bachelor's
95000,Man,IC,16,13,2,Bachelor's
130000,Man,IC,6,14,6,Bachelor's
132000,Man,IC,30,Younger than 5 years,6,Bachelor's
2e+05,Man,Manager,11,14,7,Less than bachelor's
52000,Man,IC,6,21,Less than 1 year,Bachelor's
85000,Woman,IC,3,21,1,Master's
170000,Man,IC,18,16,12,Bachelor's
260000,Man,IC,19,14,12,Master's
105000,Man,IC,14,15,7,Bachelor's
60000,Man,IC,12,14,7,Less than bachelor's
225000,Man,IC,6,26,5,Bachelor's
160000,Man,Manager,18,17,14,Bachelor's
84460,Man,IC,5,21,5,Bachelor's
50000,Man,IC,7,16,4,Less than bachelor's
240000,Man,Manager,12,17,10,Master's
90000,Man,IC,13,18,10,Bachelor's
49920,Man,IC,8,14,2,Less than bachelor's
87000,Man,IC,16,16,10,Bachelor's
55000,Man,IC,3,14,1,Less than bachelor's
1e+05,Man,Manager,19,12,15,Bachelor's
72000,Man,IC,9,14,6,Bachelor's
59000,Man,IC,15,13,10,Less than bachelor's
39000,Man,IC,10,17,2,Less than bachelor's
260000,Man,IC,18,10,11,Less than bachelor's
103000,Man,IC,27,12,25,Bachelor's
85000,Man,IC,3,13,2,Bachelor's
55000,Man,IC,1,24,1,Bachelor's
115000,Man,IC,8,15,4,Bachelor's
52500,Man,IC,8,16,4,Bachelor's
